the_geom,company,boro,building,street,cb,installati,active,payphones_,x_coordina,y_coordina,curbside,wifi,advertisin,electrifie,zoning,distrct_co
POINT (-73.93053795172172 40.670551405881504),CityBridge LLC,BK,1432,ST JOHNS PLACE,8,13665,Y,1,1003519,183584,YES,N,Y,N,C4-3,41
POINT (-74.00470945200966 40.64081610752028),CityBridge LLC,BK,783,51 STREET,7,8151,Y,1,982943,172743,YES,N,N,N,C1-3/R6,38
POINT (-73.95903286679571 40.60844507870834),CityBridge LLC,BK,1401,KINGS HIGHWAY,15,13618,Y,3,995625,160952,YES,N,Y,N,C4-2,48
POINT (-73.93807111964736 40.82303199372319),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,2538,ADAM CLAYTON POWELL JR BOULEVARD,10,6054,Y,1,1001390,239136,YES,N,N,N,C1-4/R7-2,9
POINT (-73.96751217181867 40.59085089048275),CityBridge LLC,BK,415,AVENUE X,15,8154,Y,1,993273,154541,YES,N,N,N,C1-2/R4/OP,47
POINT (-73.96460403251605 40.79253558664452),CityBridge LLC,MN,2,WEST 97 STREET,7,5457,Y,1,994051,228021,YES,N,N,N,R10A,7
POINT (-73.98137897592665 40.780737166693314),CityBridge LLC,MN,2130,BROADWAY,7,9989,Y,2,989407,223721,YES,N,Y,Y,C4-6A,6
POINT (-73.90141743411817 40.868403950784014),CityBridge LLC,BX,101,WEST KINGSBRIDGE ROAD,8,12556,Y,1,1011516,255676,YES,N,N,N,C1-3/R6,14
POINT (-73.90842416192535 40.81609831146525),CityBridge LLC,BX,658,WESTCHESTER AVENUE,1,11908,Y,1,1009598,236617,YES,N,N,N,C2-4/R7-1,8
POINT (-73.93017765242652 40.85632081470556),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,367,WADSWORTH AVENUE,12,6041,Y,1,1003565,251266,YES,N,N,N,R7-2,10
POINT (-73.88733252474096 40.82702008296421),CityBridge LLC,BX,1264,WESTCHESTER AVENUE,2,1297,Y,1,1015431,240603,YES,N,Y,N,M1-1 R7-1,17
POINT (-73.89955254382232 40.86790555230366),CityBridge LLC,BX,50,WEST KINGSBRIDGE ROAD,7,8032,Y,1,1012032,255495,YES,N,N,N,C1-3/R6,14
POINT (-73.85217724904204 40.71690797610714),CityBridge LLC,QU,96-03,69 AVENUE,6,8033,Y,1,1025228,200500,YES,N,N,N,C1-2/R4B,29
POINT (-73.98067532699618 40.64228578526684),CityBridge LLC,BK,69,CHURCH AVENUE,12,13688,Y,1,989613,173279,YES,N,Y,N,C2-3/R5,39
POINT (-73.99778408273772 40.63830195854801),CityBridge LLC,BK,4902,FT HAMILTON PARKWAY,12,11910,Y,1,984865,171827,YES,N,N,N,C1-3/R6,44
POINT (-73.93914238330538 40.8447898987953),CityBridge LLC,MN,630,WEST 173 STREET,12,1298,Y,1,1001088,247063,YES,N,Y,N,C1-4/R8,10
POINT (-73.93799188178112 40.84602714891944),CityBridge LLC,MN,651,WEST 175 STREET,12,13534,Y,1,1001406,247514,YES,N,Y,N,C8-3,10
POINT (-73.76890194655165 40.7603275543829),CityBridge LLC,QU,214-11,NORTHERN BOULEVARD,11,8038,Y,1,1048271,216369,YES,N,N,N,C1-2/R6B,19
POINT (-73.96885624182947 40.758416982110745),CityBridge LLC,MN,897,3 AVENUE,6,14134,Y,1,992878,215590,YES,N,Y,N,C1-9/MID,4
POINT (-73.84450296803986 40.72060055304223),CityBridge LLC,QU,107-34,71 AVENUE,6,13717,Y,3,1027353,201849,YES,N,Y,N,C4-2,29
POINT (-73.93413720498164 40.741939363292786),CityBridge LLC,QU,47-50,VAN DAM STREET,2,13843,Y,1,1002501,209592,YES,N,Y,N,M1-4,26
POINT (-73.86769635800145 40.8549211766783),CityBridge LLC,BX,2145,WHITE PLAINS ROAD,11,13399,Y,2,1020850,250776,YES,N,Y,,C4-4,13
POINT (-73.90316843832211 40.862710184517795),CityBridge LLC,BX,48,WEST FORDHAM ROAD,7,11915,Y,1,1011034,253601,YES,N,N,N,C1-4/R6,14
POINT (-73.84935631051158 40.89086245137315),CityBridge LLC,BX,983,EAST 233 STREET,12,13415,Y,1,1025901,263879,YES,N,Y,N,C1-2/R4,12
POINT (-73.97410159622243 40.79405045824724),CityBridge LLC,MN,701,WEST END AVENUE,7,5455,Y,1,991421,228572,YES,N,N,N,R10A,6
POINT (-73.8695163120321 40.673487443407645),CityBridge LLC,BK,589,CRESCENT STREET,5,12552,Y,1,1020445,184673,YES,N,N,N,R5,42
POINT (-73.98305883138744 40.73493038416993),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,311,2 AVENUE,6,10866,Y,2,988945,207032,YES,N,Y,Y,R9A,2
POINT (-73.98144890005612 40.73712319385152),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,380,2 AVENUE,6,6042,Y,1,989391,207831,YES,N,Y,Y,C1-9A,2
POINT (-73.97267401429765 40.752544195304594),CityBridge LLC,MN,203,EAST 45 STREET,6,10318,Y,2,991821,213450,YES,N,Y,Y,C5-3/MID,4
POINT (-73.93847325593023 40.68509224964242),CityBridge LLC,BK,348,SUMNER AVENUE,3,14755,Y,1,1001314,188880,YES,N,N,N,C2-3/R5,36
POINT (-74.07391386970032 40.63785827204045),CityBridge LLC,SI,3,VICTORY BOULEVARD,1,8008,Y,1,963736,171674,YES,N,N,N,C4-2,49
POINT (-73.98338713708212 40.74961759319698),CityBridge LLC,MN,2,EAST 36 STREET,5,3446,Y,1,988853,212383,YES,N,Y,N,C5-3/MID,4
POINT (-73.98747843362408 40.73821641878119),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,101,EAST 20 STREET,5,10865,Y,2,987720,208229,YES,N,Y,Y,C6-4A,2
POINT (-74.15039466748101 40.550581294790696),CityBridge LLC,SI,3975A,AMBOY ROAD,3,11895,Y,2,942455,139904,YES,N,N,N,C4-1/SRD,51
POINT (-73.88118735891621 40.82841372107619),CityBridge LLC,BX,1478,WESTCHESTER AVENUE,9,7998,Y,1,1017131,241113,YES,N,N,N,C2-2/R6,17
POINT (-73.7611036265849 40.68621389191009),CityBridge LLC,QU,120-08,FARMERS BOULEVARD,12,8000,Y,1,1050505,189373,YES,N,N,N,R4,27
POINT (-73.9425240638887 40.64132609445213),CityBridge LLC,BK,3613,AVENUE D,17,8001,Y,1,1000201,172934,YES,N,N,N,R4,45
POINT (-73.94957067560311 40.64318762046471),CityBridge LLC,BK,2902,CLARENDON ROAD,17,8002,Y,1,998245,173611,YES,N,N,N,R6,45
POINT (-74.16717205100832 40.62747851441988),CityBridge LLC,SI,2324,FOREST AVENUE,1,5452,Y,1,937846,167928,YES,N,N,N,M1-1,49
POINT (-73.90370056948504 40.81729665093488),CityBridge LLC,BX,731,UNION AVENUE,1,8003,Y,1,1010905,237055,YES,N,N,N,R6,17
POINT (-73.88984934720938 40.882600023314495),CityBridge LLC,BX,3967,SEDGEWICK AVENUE,8,11907,Y,1,1014709,260852,YES,N,N,N,R7-1,11
POINT (-73.8509345863618 40.73058352136167),CityBridge LLC,QU,65-15,YELLOWSTONE BOULEVARD,6,8006,Y,1,1025564,205483,YES,N,N,N,R7-1,29
POINT (-73.9030393407891 40.80991553765917),TELEBEAM TELECOMMUNICATIONS CORPORATION,BX,501,BRUCKNER BOULEVARD,2,16034,Y,1,1011091,234366,YES,N,N,N,C8-3,8
POINT (-73.91369370957877 40.833929313952694),CityBridge LLC,BX,1224A,MORRIS AVENUE,4,8009,Y,1,1008133,243112,YES,N,N,N,R7-1,16
POINT (-73.89643704473073 40.81611561491939),CityBridge LLC,BX,799,SOUTHERN BOULEVARD,2,16075,Y,1,1012916,236627,YES,N,N,N,C1-4/R7-1,8
POINT (-73.90258191620954 40.87809645601955),CityBridge LLC,BX,141,WEST 231 STREET,8,8014,Y,1,1011190,259207,YES,N,N,N,C1-3/R6,14
POINT (-73.95218934706969 40.59930500743405),CityBridge LLC,BK,1929,AVENUE U,15,12549,Y,2,997527,157623,YES,N,N,N,C1-3/R6,48
POINT (-73.87213475626932 40.74243616684952),CityBridge LLC,QU,92-14,CORONA AVENUE,4,8019,Y,1,1019682,209792,YES,N,N,N,C1-3/R6B,25
POINT (-73.87214919125037 40.74243618287461),CityBridge LLC,QU,92-12,CORONA AVENUE,4,8020,Y,1,1019678,209792,YES,N,Y,N,C1-3/R6B,25
POINT (-73.94315501699606 40.60704396641588),CityBridge LLC,BK,3154,NOSTRAND AVENUE,15,8023,Y,1,1000034,160444,YES,N,N,N,C1-2/R3-2,48
POINT (-73.83978436345483 40.686042922447996),CityBridge LLC,QU,103-03,101 AVENUE,9,15915,Y,1,1028684,189261,YES,N,N,N,C2-2/R5,28
POINT (-73.86700544383075 40.871429758284485),CityBridge LLC,BX,700,BURKE AVENUE,12,11904,Y,1,1021032,256791,YES,N,N,N,C1-3/R6,15
POINT (-73.96611059109577 40.805589963696505),CityBridge LLC,MN,602,WEST 112 STREET,9,10544,Y,2,993632,232777,YES,N,N,N,C1-4/R8,7
POINT (-73.97774357771581 40.74622687647505),CityBridge LLC,MN,521,3 AVENUE,6,3447,Y,1,990417,211148,YES,N,Y,Y,C1-9,2
POINT (-73.79272595308166 40.739515486333595),CityBridge LLC,QU,181-05,HORACE HARDING EXPRESSWAY,11,13828,Y,2,1041689,208770,YES,N,Y,N,C2-2/R3-2,20
POINT (-73.98221472671688 40.774558896789316),CityBridge LLC,MN,1979,BROADWAY,7,9990,Y,1,989176,221470,YES,N,Y,Y,C4-7/L,6
POINT (-73.97630202522363 40.75066759178756),CityBridge LLC,MN,128,EAST 41 STREET,6,14067,Y,1,990816,212766,YES,N,Y,N,C5-3/MID,4
POINT (-73.88852631695846 40.81756294060239),CityBridge LLC,BX,846,HUNTS POINT AVENUE,2,16095,Y,1,1015105,237157,YES,N,N,N,C1-4/R6,17
POINT (-73.89123208313485 40.8199204951735),TELEBEAM TELECOMMUNICATIONS CORPORATION,BX,985,BRUCKNER BOULEVARD,2,6045,Y,1,1014355,238015,YES,N,Y,Y,C4-5X,17
POINT (-73.89586165961434 40.81211054631925),TELEBEAM TELECOMMUNICATIONS CORPORATION,BX,1089,LEGGETT AVENUE,2,6046,Y,1,1013077,235168,YES,N,Y,Y,M1-2,17
POINT (-73.97963983593093 40.752940880687646),CityBridge LLC,MN,40,EAST 42 STREET,5,13994,Y,2,989891,213594,YES,N,Y,Y,NZS/MID,4
POINT (-73.72672931616924 40.763874782702224),CityBridge LLC,QU,254-09,HORACE HARDING EXPRESSWAY,11,13731,Y,3,1059950,217695,YES,N,Y,N,C1-2/R3-2,19
POINT (-73.92171538139921 40.67795114695593),CityBridge LLC,BK,323,RALPH AVENUE,3,8066,Y,1,1005964,186282,YES,N,N,N,R6,41
POINT (-73.8807188194 40.80960091934249),TELEBEAM TELECOMMUNICATIONS CORPORATION,BX,402,HUNTS POINT AVENUE,2,6047,Y,1,1017270,234259,YES,N,Y,N,M1-1,17
POINT (-73.8810001537709 40.80984274589443),TELEBEAM TELECOMMUNICATIONS CORPORATION,BX,421,HUNTS POINT AVENUE,2,16035,Y,1,1017192,234347,YES,N,N,N,M1-1,17
POINT (-74.12568644771463 40.633869074876316),CityBridge LLC,SI,1292,CASTLETON AVENUE,1,8069,Y,1,949365,170237,YES,N,N,N,R3A,49
POINT (-73.9212750164353 40.846368273909114),CityBridge LLC,BX,1592,UNIVERSITY AVENUE,5,12553,Y,1,1006031,247642,YES,N,N,N,R7-1,14
POINT (-73.83961727410048 40.6955478425012),CityBridge LLC,QU,107-23,JAMAICA AVENUE,9,8070,Y,1,1028724,192724,YES,N,N,N,C2-2/R3-1,32
POINT (-73.82277410220223 40.693637478596855),CityBridge LLC,QU,124-19,95 AVENUE,9,15916,Y,1,1033396,192037,YES,N,N,N,R5,28
POINT (-73.82277410220223 40.693637478596855),CityBridge LLC,QU,124-19,95 AVENUE,9,11929,Y,1,1033396,192037,YES,N,N,N,R5,28
POINT (-73.95110054921952 40.66990598179947),CityBridge LLC,BK,529,EASTERN PARKWAY,8,8074,Y,1,997815,183345,YES,N,N,N,C1-3/R6,35
POINT (-73.9459391108851 40.69576217622818),CityBridge LLC,BK,907,MYRTLE AVENUE,3,11931,Y,1,999241,192766,YES,N,N,N,R6,36
POINT (-73.75537656261069 40.72388487840266),CityBridge LLC,QU,211-14,HILLSIDE AVENUE,13,11932,Y,1,1052055,203102,YES,N,N,N,C1-2/R2,23
POINT (-73.84468507150277 40.84679834850528),CityBridge LLC,BX,1710,EASTCHESTER ROAD,11,8076,Y,1,1027221,247827,YES,N,N,N,M1-1,13
POINT (-73.97872037081233 40.7500889221988),CityBridge LLC,MN,101,EAST 39 STREET,6,14062,Y,1,990146,212555,YES,N,Y,N,C5-3/MID,4
POINT (-73.95944389947118 40.57804382595245),CityBridge LLC,BK,1007,BRIGHTON BEACH AVENUE,13,9449,Y,1,995516,149876,YES,N,Y,,C1-2/R6,48
POINT (-73.82027570300514 40.824503248520955),CityBridge LLC,BX,3825,EAST TREMONT AVENUE,10,8172,Y,1,1033991,239717,YES,N,N,N,C1-2/R3A,13
POINT (-73.77843690913042 40.70882435328614),TELEBEAM TELECOMMUNICATIONS CORPORATION,QU,182-15,JAMAICA AVENUE,12,6048,Y,1,1045677,197598,YES,N,Y,N,C2-2/R3-2,27
POINT (-73.96023556571971 40.657160003982916),CityBridge LLC,BK,660,FLATBUSH AVENUE,9,8056,Y,1,995283,178700,YES,N,N,N,C1-3/R7-1,40
POINT (-73.95246257260335 40.65051742625447),CityBridge LLC,BK,822,ROGERS AVENUE,17,8079,Y,1,997441,176281,YES,N,N,N,C2-3/R6,40
POINT (-73.98282060293771 40.735232271763664),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,322,2 AVENUE,6,6043,Y,1,989011,207142,YES,N,Y,,R9A,2
POINT (-73.79380038791247 40.686178314443794),CityBridge LLC,QU,114-01,SUTPHIN BOULEVARD,12,8047,Y,1,1041437,189337,YES,N,Y,N,C1-2/R3-2,28
POINT (-73.95253760958123 40.74260441160559),CityBridge LLC,QU,10-63,JACKSON AVENUE,2,13760,Y,1,997402,209831,YES,N,N,N,C2-5/R7A/LIC,26
POINT (-73.75656632149082 40.7487961292904),CityBridge LLC,QU,61-28,SPRINGFIELD BOULEVARD,11,16119,Y,2,1051700,212177,YES,N,N,N,C1-2/R4,23
POINT (-73.96130165955374 40.577649215056645),CityBridge LLC,BK,603,BRIGHTON BEACH AVENUE,13,8049,Y,1,995000,149732,YES,N,N,N,C1-2/R6/OP,48
POINT (-74.02811963287564 40.623344932189276),CityBridge LLC,BK,8521,4 AVENUE,10,13608,Y,1,976444,166379,YES,N,Y,,C4-2/BR,43
POINT (-74.09172242902021 40.58693223609401),CityBridge LLC,SI,1724,HYLAN BOULEVARD,2,8051,Y,1,958774,153125,YES,N,N,N,C1-1/R3-2,50
POINT (-74.00360907455094 40.748443982514374),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,242,10 AVENUE,4,10867,Y,2,983250,211955,YES,N,Y,Y,C2-5/R7B,3
POINT (-73.95561397028385 40.77255629562009),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,1496,2 AVENUE,8,6044,Y,1,996544,220743,YES,N,Y,Y,C1-9,5
POINT (-74.07772769608185 40.62698913648137),CityBridge LLC,SI,113,WATER STREET,1,11925,Y,1,962674,167715,YES,N,N,N,C4-2,49
POINT (-73.83945878072741 40.71943533964854),CityBridge LLC,QU,110-44,QUEENS BOULEVARD,6,13792,Y,1,1028752,201427,YES,N,Y,N,C1-2/R6,29
POINT (-73.92174179077068 40.74147048931621),CityBridge LLC,QU,43-01,47 AVENUE,2,11922,Y,2,1005936,209424,YES,N,N,N,C1-2/R7-1,26
POINT (-73.88258324733697 40.811403372723895),TELEBEAM TELECOMMUNICATIONS CORPORATION,BX,550,HUNTS POINT AVENUE,2,12924,Y,1,1016753,234915,YES,N,Y,N,M1-2,17
POINT (-73.98415877422192 40.737461203071184),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,258,3 AVENUE,6,10869,Y,2,988640,207954,YES,N,Y,Y,C1-9A,2
POINT (-73.9422656447996 40.62765691978469),CityBridge LLC,BK,1750,FLATBUSH AVENUE,18,8058,Y,1,1000276,167954,YES,N,N,N,C2-2/R5,45
POINT (-73.95709288226116 40.66257158098538),CityBridge LLC,BK,1777,BEDFORD AVENUE,9,8059,Y,1,996154,180672,YES,N,N,N,R5,40
POINT (-73.94502510535521 40.688993141615256),CityBridge LLC,BK,263,TOMPKINS AVENUE,3,11919,Y,1,999496,190300,YES,N,N,N,C1-3/R5,36
POINT (-73.9758650923639 40.76123751567538),CityBridge LLC,MN,2,WEST 54 STREET,5,10319,Y,2,990936,216617,YES,N,Y,N,C5-3/MID,4
POINT (-73.73461592226258 40.733344032011985),CityBridge LLC,QU,235-20,HILLSIDE AVENUE,13,8060,Y,1,1057799,206565,YES,N,N,N,R3-2,23
POINT (-73.82269486845526 40.68681933458773),CityBridge LLC,QU,120-13,LIBERTY AVENUE,10,11920,Y,2,1033423,189553,YES,N,Y,N,C4-2,28
POINT (-73.89824359228697 40.84671804724568),CityBridge LLC,BX,1901,WASHINGTON AVENUE,6,8061,Y,1,1012403,247776,YES,N,N,N,C4-4,15
POINT (-73.89301193613882 40.816255213134724),TELEBEAM TELECOMMUNICATIONS CORPORATION,BX,1098,LAFAYETTE AVENUE,2,16038,Y,1,1013864,236679,YES,N,N,N,M1-1,17
POINT (-73.9804814440852 40.73844874939787),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,416,2 AVENUE,6,10868,Y,2,989659,208314,YES,N,Y,Y,C1-9A/TA,2
POINT (-73.96043522984255 40.81273815953362),CityBridge LLC,MN,3100,BROADWAY,9,5472,Y,1,995202,235382,YES,N,N,N,C1-4/R7-2,7
POINT (-73.9486690716593 40.80342890752297),CityBridge LLC,MN,161,LENOX AVENUE,10,12376,Y,2,998461,231992,YES,N,Y,Y,C1-4/R7-2,9
POINT (-73.95881132544744 40.80991327162569),CityBridge LLC,MN,1238,AMSTERDAM AVENUE,9,13483,Y,1,995652,234353,YES,N,Y,N,C1-4/R8,7
POINT (-73.94538701693337 40.82825339585856),CityBridge LLC,MN,1815,AMSTERDAM AVENUE,9,12005,Y,1,999364,241037,YES,N,N,N,C1-4/R7-2,7
POINT (-73.9787569313231 40.78257294080511),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,380,AMSTERDAM AVENUE,7,10895,Y,2,990133,224390,YES,N,Y,Y,C2-5/R10A,6
POINT (-73.93557193270351 40.84429391246203),CityBridge LLC,MN,185,AUDUBON AVENUE,12,8269,Y,1,1002076,246883,YES,N,N,N,R7-2,10
POINT (-73.93356688677524 40.84703473739106),CityBridge LLC,MN,261,AUDUBON AVENUE,12,8270,Y,1,1002630,247882,YES,N,N,N,R7-2,10
POINT (-73.98120574975873 40.72923473072478),CityBridge LLC,MN,194,AVENUE A,3,14512,Y,1,989459,204957,YES,N,Y,N,C2-5/R7-2,2
POINT (-74.0123746618108 40.70498289855612),CityBridge LLC,MN,16,BEAVER STREET,1,14438,Y,2,980819,196121,YES,N,Y,Y,C5-5/LM,1
POINT (-74.00968840379463 40.71014056691145),CityBridge LLC,MN,184,BROADWAY,1,14465,Y,2,981564,198000,YES,N,Y,N,C5-5/LM,1
POINT (-73.98616356186274 40.76219163870186),CityBridge LLC,MN,828,8 AVENUE,5,14601,Y,1,988083,216964,YES,N,Y,,NZS/MID,3
POINT (-73.98053336406889 40.78305907255685),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,2199,BROADWAY,7,10896,Y,1,989641,224567,YES,N,Y,Y,C4-6A,6
POINT (-73.98878489021676 40.75863199131631),CityBridge LLC,MN,701,8 AVENUE,4,14607,Y,1,987357,215667,YES,N,Y,N,C6-4/CL-MI,3
POINT (-73.95106926428682 40.82556612578018),CityBridge LLC,MN,3514,BROADWAY,9,1317,Y,1,997792,240057,YES,N,Y,N,C1-4/R8,7
POINT (-73.94775954644236 40.83013462435471),CityBridge LLC,MN,3659,BROADWAY,9,13471,Y,1,998707,241722,YES,N,N,N,C1-4/R8,7
POINT (-73.95299245876936 40.78843080705416),CityBridge LLC,MN,40,EAST 98 STREET,11,4065,Y,1,997267,226527,YES,N,Y,N,C1-5/R7-2,4
POINT (-73.93859101480334 40.82737441306939),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,2854,FREDERICK DOUGLASS BOULEVARD,10,10897,Y,2,1001245,240718,YES,N,Y,Y,C1-4/R7-2,9
POINT (-74.00943644497197 40.73937225351231),CityBridge LLC,MN,108,GANSEVOORT STREET,2,4066,Y,1,981635,208650,YES,N,Y,N,C6-2A,3
POINT (-74.01363759776389 40.707834565738885),CityBridge LLC,MN,89,GREENWICH STREET,1,14417,Y,1,980469,197160,YES,N,Y,N,C5-5/LM,1
POINT (-74.00652361776312 40.73221688376978),CityBridge LLC,MN,482,HUDSON STREET,2,4067,Y,1,982442,206043,YES,N,Y,N,C1-6,3
POINT (-74.00585648633388 40.73659480182014),CityBridge LLC,MN,585,HUDSON STREET,2,4068,Y,1,982627,207638,YES,N,Y,N,C1-6,3
POINT (-74.00558959954394 40.73823068761778),CityBridge LLC,MN,623,HUDSON STREET,2,4069,Y,1,982701,208234,YES,N,Y,N,C1-6,3
POINT (-74.00748474240966 40.64781790601649),CityBridge LLC,BK,4501,5 AVENUE,7,13583,Y,1,982173,175294,YES,N,Y,N,C1-3/R6,38
POINT (-74.0084261395419 40.711611858905336),CityBridge LLC,MN,217,BROADWAY,1,15078,Y,1,981914,198536,YES,N,Y,Y,C5-3/LM,1
POINT (-73.98035389665787 40.74268387915798),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,416,3 AVENUE,6,10893,Y,3,989694,209857,YES,N,Y,Y,C2-8,2
POINT (-73.97416124158731 40.7613414463693),CityBridge LLC,MN,14,EAST 55 STREET,5,4057,Y,1,991408,216655,YES,N,Y,N,C5-2.5/MID,4
POINT (-73.98225144656877 40.73161185472902),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,241,1 AVENUE,6,6075,Y,1,989169,205823,YES,N,Y,Y,C1-7A,2
POINT (-74.00588612387975 40.745312130152676),CityBridge LLC,MN,146,10 AVENUE,4,4059,Y,1,982619,210814,YES,N,Y,N,C2-5/R8A,3
POINT (-73.9709382131388 40.793289413883784),CityBridge LLC,MN,718,AMSTERDAM AVENUE,7,13921,Y,1,992297,228295,YES,N,Y,N,C2-8,6
POINT (-74.0040096506026 40.74792521181973),CityBridge LLC,MN,225,10 AVENUE,4,15886,Y,1,983139,211766,YES,N,Y,N,M1-5/R9A/MX-3,3
POINT (-74.0030352677138 40.74923448652784),CityBridge LLC,MN,264,10 AVENUE,4,8256,Y,1,983409,212243,YES,N,N,N,R8,3
POINT (-74.0024542289383 40.750024987747224),CityBridge LLC,MN,288,10 AVENUE,4,8257,Y,1,983570,212531,YES,N,N,N,R8,3
POINT (-73.96414944086855 40.764868504901834),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,1095,3 AVENUE,8,6076,Y,1,994181,217941,YES,N,Y,Y,C1-9,4
POINT (-73.94475991402246 40.79147106281971),CityBridge LLC,MN,1922,3 AVENUE,11,15889,Y,1,999546,227636,YES,N,Y,N,C1-5/R8A,8
POINT (-73.96422672004175 40.802457662804464),CityBridge LLC,MN,1001,AMSTERDAM AVENUE,7,8267,Y,1,994154,231636,YES,N,N,N,R8,7
POINT (-73.9827834555572 40.739349395218404),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,318,3 AVENUE,6,10892,Y,2,989021,208642,YES,N,Y,Y,C2-8A,2
POINT (-73.95233170036674 40.79838018263647),CityBridge LLC,MN,2,LENOX AVENUE,10,12012,Y,2,997448,230152,YES,N,N,N,C1-4/R8,9
POINT (-73.98912515586751 40.73063832100778),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,46,3 AVENUE,3,10894,Y,2,987264,205468,YES,N,Y,N,C6-1,2
POINT (-73.97381852592022 40.751616736649346),CityBridge LLC,MN,685,3 AVENUE,6,14045,Y,2,991504,213112,YES,N,Y,N,C5-3/MID,4
POINT (-73.93708650616632 40.81351826276834),CityBridge LLC,MN,2236,5 AVENUE,10,8261,Y,1,1001665,235670,YES,N,N,N,R7-2,9
POINT (-73.9965030977919 40.74289959223524),CityBridge LLC,MN,189,7 AVENUE,4,10336,Y,2,985219,209935,YES,N,Y,N,C2-5/R8A,3
POINT (-73.98862329008197 40.75375456316963),CityBridge LLC,MN,526,7 AVENUE,5,14176,Y,1,987402,213890,YES,N,N,N,M1-6/GC,3
POINT (-73.9991050718883 40.739334210110485),CityBridge LLC,MN,79,7 AVENUE,4,4060,Y,1,984498,208636,YES,N,Y,N,C6-3A,3
POINT (-73.95604847542761 40.803470383392344),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,2120,8 AVENUE,10,6077,Y,1,996418,232006,YES,N,Y,,C1-4/R8A,9
POINT (-73.95057422383621 40.811005178936476),CityBridge LLC,MN,2353,8 AVENUE,10,13443,Y,1,997932,234752,YES,N,Y,N,C1-4/R7-2,9
POINT (-73.99672299514148 40.74773584734558),CityBridge LLC,MN,345,8 AVENUE,4,8264,Y,1,985158,211697,YES,N,N,N,R8,3
POINT (-73.99334808726314 40.752333154231856),CityBridge LLC,MN,480,8 AVENUE,5,14244,Y,2,986093,213372,YES,N,Y,Y,C6-4M,3
POINT (-73.94037031252527 40.79744689728734),CityBridge LLC,MN,2105,3 AVENUE,11,5471,Y,1,1000760,229814,YES,N,N,N,C4-4D,8
POINT (-73.98425735274097 40.763141074955065),CityBridge LLC,MN,260,WEST 52 STREET,5,14598,Y,1,988611,217310,YES,N,Y,,C6-4/MID,3
POINT (-73.987897569416 40.73520272494535),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,33,IRVING PLACE,5,10898,Y,2,987604,207131,YES,N,Y,Y,R8A,2
POINT (-73.94127479674111 40.83253587356229),CityBridge LLC,MN,470,WEST 157 STREET,12,5480,Y,1,1000501,242598,YES,N,N,N,C2-4/R7-2,7
POINT (-73.94218224864666 40.83620052269116),CityBridge LLC,MN,581,WEST 161 STREET,12,13476,Y,1,1000249,243933,YES,N,Y,,C1-4/R8,7
POINT (-73.94029607984926 40.84799906357442),CityBridge LLC,MN,809,WEST 177 STREET,12,8297,Y,1,1000768,248232,YES,N,N,N,R7-2,10
POINT (-73.93652026020526 40.85041513285765),CityBridge LLC,MN,717,WEST 181 STREET,12,13518,Y,1,1001812,249113,YES,N,Y,N,C1-4/R7-2,10
POINT (-73.99635144690502 40.744403710620595),CityBridge LLC,MN,215,WEST 23 STREET,4,14582,Y,1,985261,210483,YES,N,Y,N,C2-7A R8A,3
POINT (-73.98569608376091 40.75381736603774),CityBridge LLC,MN,110,WEST 40 STREET,5,10012,Y,2,988213,213913,YES,N,Y,N,C5-3/MID,4
POINT (-73.99741904710791 40.76043580505422),CityBridge LLC,MN,560,WEST 42 STREET,4,4071,Y,1,984965,216324,YES,N,Y,N,C6-4/CL,3
POINT (-73.99610143089919 40.76157758121081),CityBridge LLC,MN,540,WEST 44 STREET,4,15928,Y,1,985330,216740,YES,N,Y,N,M1-5/CL,3
POINT (-74.0009129796677 40.739965502862006),CityBridge LLC,MN,264,WEST 15 STREET,4,8293,Y,1,983997,208866,YES,N,N,N,C1-6A,3
POINT (-73.99186676726887 40.76472557965636),CityBridge LLC,MN,501,WEST 50 STREET,4,14301,Y,1,986503,217887,YES,N,Y,N,C2-5/R8/CL,3
POINT (-74.00022373020315 40.73879075248706),CityBridge LLC,MN,207,WEST 14 STREET,4,14289,Y,1,984188,208438,YES,N,Y,N,C6-3A,3
